Object_ID,x_center,y_center
116,373.3964127975845,137.27625251301936
117,448.7130967193341,137.3662708314481
118,598.7987956800121,137.4781115946517
119,262.8976937000498,138.4617538014169
120,513.5894443796444,139.04602509028538
121,684.1633125003523,142.79129525747564
122,148.1408096813213,140.7706128225566
123,714.9011136085201,142.50116080386601
124,41.923240104835834,144.0111438158993
125,676.0736263130962,143.17320690743924
126,691.7595900879579,143.64598911265227
127,184.65332255316397,144.34574958032368
128,386.22791266807224,144.9178514595559
129,761.8532732952506,144.83939053306608
130,268.2414551002847,145.52343859991157
131,458.82124226518874,145.73650847423085
132,479.1859704372431,145.13407450967173
133,81.60392449491212,147.58845547103093
134,437.56023419394285,149.12494911562283
135,567.6374674911597,149.07452347094295
136,720.6033121527412,148.86010120249674
137,748.8256867278393,149.3995359170895
138,113.15873660319645,150.54388933989617
139,282.19414003406513,150.921141773386
140,410.5301051093214,150.6074555797352
141,740.3091092525203,150.3727352294028
142,762.7420924307835,151.36823591419378
143,790.9518235913774,151.85003536878935
144,584.8151749695676,152.615732853021
145,593.0286934724304,152.68068987659984
146,636.3531913487795,152.39975347236606
147,145.92662856689714,153.48335056703039
148,617.288026551947,153.39083526480528
149,86.23153699368399,154.2317109383306
150,432.9431111928082,154.30818431400087
151,646.4389910214252,155.63211238807983
152,167.4172137717622,156.84701955039418
153,449.8671160101592,156.5911854094579
154,415.36174991508216,157.36521436391928
155,525.570530284846,157.73724178559044
156,771.7218526101831,157.98164388380076
157,614.2208407072327,159.09243717019746
158,671.8731388658437,159.5350285260168
159,45.00231637402011,160.92413400981798
160,749.396277414274,160.48634649767365
161,432.6188842453878,161.93376824253644
162,502.72975271535995,161.71026036224657
163,409.4606785165279,162.42586912705863
164,642.3695231511642,162.79705061315593
165,654.5757113805712,162.48150044942085
166,792.0935885788041,162.94710129489363
167,272.0580318799896,163.2982837402439
168,765.0871047088325,163.5886837589845
169,266.29771484380353,165.77654177600795
170,364.7604969955992,165.24408530538415
171,396.0739744669172,165.1864241684972
172,588.4547023167055,165.46453557952975
173,85.23786029044155,166.3476089097063
174,314.3059334394104,167.06782754814554
175,428.7872909273873,166.95893372267344
176,596.8973533488961,166.81998084470672
177,630.779648001293,166.71153616074122
178,331.40457789698644,167.16090008670767
179,559.0026521118767,167.56997872602096
180,569.2822314995304,167.79008914827628
181,140.86094335768598,169.30601143640598
182,682.4832968938492,170.08275858926223
183,656.3295040047361,170.72572943595725
184,477.95963348047565,171.71095750054928
185,624.570055075724,171.79619760956263
186,361.01624459206374,173.56388332577984
187,584.7933504407629,173.31308998844656
188,500.27580074267576,174.32227069092383
189,160.28609138641286,176.03534135966635
190,279.84687569734524,175.73710293045337
191,50.24147314205763,176.80502628531588
192,329.4483665725375,176.5446801724367
193,131.74805232146846,177.21712629815627
194,235.74054329347732,178.42283354580832
195,122.41892020477613,179.20489221648108
196,544.6216159830612,179.4519638995224
197,586.8166639660425,183.00224792354788
198,403.38177263550995,183.98859732708019
199,672.1968217832584,184.69382117615146
200,715.4858529483281,187.68673162704982
201,276.8256568109793,186.09626445559314
202,470.7676728090537,186.34400262756736
203,526.3449209526193,186.83727612068748
204,301.56316419875645,187.74058183310768
205,721.9633281944823,188.27070190593534
206,188.7956052452878,189.38658532767263
207,254.5418665766378,189.45680753789287
208,571.8426836729658,189.60413963936728
209,147.3325892053628,190.93893492428447
210,480.28648999663255,190.20131853126276
211,539.5220156761625,191.29590206371296
212,549.8909124682486,191.3896134619121
213,447.9922058798487,192.68977158998482
214,383.6258168691796,193.68384908041315
215,615.3628900754375,193.97091816576668
216,669.3673569967832,194.68391463919136
217,577.339036689571,195.54068474525354
218,301.5134309586455,197.6405733873986
219,421.9427517680315,197.26771918990914
220,478.79292454370807,197.48395903528996
221,760.741258058139,198.79276344237817
222,180.4636829386315,200.04081478389298
223,294.98959099454333,199.8934927241108
224,598.3307772539571,199.38298058667533
225,321.2138848573494,200.33526237242896
226,643.416309242131,202.01935089386234
227,494.40827757054114,202.11865408886734
228,625.497981375098,202.44765206643035
229,476.98446870268685,203.18768045407523
230,319.64356456636006,205.5974897329325
231,690.008963108326,206.39683243085193
232,177.2505501298516,207.12809115821904
233,289.52839549282595,207.8718223752458
234,768.6458844226702,207.6365889224072
235,662.7724509710484,208.75439490032744
236,188.61434989145351,209.53714087611297
237,384.72497502998056,209.29010580130347
238,459.42148939735705,210.49873531231054
239,559.270711897607,210.4661971267386
240,784.0010854284062,210.0897904557444
241,67.85759687784798,211.4639492922291
242,224.05313740632653,211.3243807390847
243,392.2561425230886,211.84664313540208
244,474.61146606228573,211.45893368209266
245,238.893963792519,213.93203487507185
246,384.0039923182732,215.4424511470358
247,560.0388317002597,215.82570124351415
248,311.29240666323483,216.77566965110398
249,322.35244942024053,216.851220443316
250,461.8165890574827,216.03855736104123
251,474.5096440395258,217.01954228984675
252,683.8669859056356,216.32059008009043
253,294.8692883323399,217.68446467565295
254,646.1683618764446,217.20954386383067
255,727.038357737481,217.4143881918733
256,409.74980715055926,219.0132238101184
257,497.4505844729214,218.49603308047674
258,557.1520042493894,218.35749002220373
259,151.32560559905076,219.66507413286837
260,424.9179847689858,220.50941177305106
261,779.924418766938,220.5512539415647
262,491.3744300933457,222.6521263099179
263,693.7694441017254,222.32455138884774
264,417.7789885038594,223.99859746347914
265,616.0560178456352,224.9763905941711
266,686.3747903012178,225.1891205066761
267,324.5450396288618,226.27132417757554
268,568.5113414695207,226.1754440800609
269,772.2866937335243,226.57342072533635
270,549.1690776119317,227.1953855692616
271,350.4825855955347,228.4184997302813
272,469.15471601690155,229.44916522987438
273,585.2213291843682,229.83352305257444
274,190.62729760371178,230.1169369397313
275,296.0283701793504,230.64333705507826
276,308.5140843705524,230.75223905651706
277,607.4109934178057,230.3098004434135
278,385.72024415485396,232.38435318616786
279,481.40527301508774,232.95965438108044
280,758.6617257059977,232.71782369233568
281,237.39577697050913,233.08579560734046
282,549.3739757632219,234.33677953000358
283,621.8323766813496,234.21565716181607
284,449.310486026052,235.9898356538836
285,201.779873682627,236.5036155121325
286,542.8068627802626,236.25317423871175
287,274.5646106069488,238.31250103885966
288,289.47023161261575,238.76026151784743
289,539.4632451120162,238.30629984242887
290,667.8723288469773,238.46767438634134
291,577.761874838689,239.14312984448776
292,708.3348210321856,240.31444572115953
293,770.5964685750243,240.9124437914844
294,348.2525305852069,242.05567166484502
295,715.2444412863044,241.60321942398377
296,427.7258899743544,242.17547790847468
297,222.11285911539602,244.00581242903115
298,375.42938416066943,243.87138830171236
299,191.29362254782515,244.60803854393814
300,604.6007132819499,244.22234526632766
301,756.2711787421391,244.97716525215523
302,77.18959030014145,245.15398389947438
303,625.2260017935494,245.97478650398088
304,661.8745247999899,245.3732231867978
305,764.9554351693239,245.12829026351568
306,779.6498496795687,245.2015028383805
307,503.42534894135827,246.46113017482782
308,713.9030560725434,246.21448180570388
309,770.490443568295,247.221233377079
310,313.9182690140407,248.3138898670025
311,741.9948965416756,248.75106218255493
312,418.73371639212723,250.65968465774603
313,594.3404830996625,250.19653804559903
314,667.8635587085838,250.4709634544513
315,294.2185529051393,251.25405882022628
316,733.5032941835075,254.6331198694034
317,355.94615651147416,252.92154429690947
318,190.27070250704418,253.98751554884154
319,286.05032115869847,253.49276822926305
320,526.9111992968554,253.17424056790207
321,443.81204045809636,255.99397203240142
322,669.3341065740532,255.9119293732099
323,275.7101447571436,256.6358632857107
324,678.5093793593339,257.59526151006054
325,125.73890108141072,258.05987763605356
326,483.25301017719397,257.81034223257893
327,86.00430792273724,258.5733637290856
328,207.6734145836069,258.69349639565473
329,292.6951882229333,258.17091617303595
330,220.0361705329353,259.2535692883446
331,231.6742727856148,259.38735318194097
332,775.1330617894087,259.99961091814737
333,77.59595090532555,261.6058234573526
334,128.82365523350498,262.04139670238897
335,572.7707914206062,261.6158152677789
336,612.1523347410773,261.4684349373803
337,669.0084565260645,261.7090083033736
338,277.6104887549359,263.48223908804925
339,333.3066328669525,263.79553889475255
340,210.29914502453508,264.3401608004925
341,265.3031679540139,264.1444582653606
342,287.8004567021034,264.71423221513305
343,647.7383413528335,265.90495564317615
344,161.06807399658084,266.75138071932895
345,417.41192733482217,266.6115698933182
346,487.84181025583837,266.48656524492435
347,514.9953760984718,266.31809578144436
348,100.6395508475589,267.302194214215
349,306.93536815471384,267.8374497706935
350,340.2009877720584,267.18647287255794
351,565.9683761084273,268.73722870937104
352,596.8192990841516,268.21873670408934
353,210.50096517831338,269.3036637979113
354,696.4820552440177,269.3532897881969
355,103.67864485874091,270.60865985287967
356,318.3068329913476,271.01963508720536
357,535.5783136801443,270.7817509851262
358,260.43228393121467,271.54208701675293
359,372.46577935287905,271.7746803243947
360,671.344246067151,271.22653603094955
361,460.8311767353613,272.5388797176754
362,550.1955598073991,272.6215908221409
363,756.8710522017924,272.23754011142665
364,344.7110491864111,273.24117380560926
365,506.0474618659162,274.3988654135072
366,190.58991928444385,276.5456135822591
367,419.9250145097925,276.57195445420854
368,281.4514211791608,278.50413222054436
369,315.5171224039999,279.77487732681675
370,505.40684729288836,279.7055146714564
371,721.8397311291927,279.115151528173
372,595.1155857997076,280.467115010908
373,657.103029919656,280.07251263133935
374,354.6374843796468,281.5709812586295
375,608.5675051651908,282.0648502751154
376,735.9589881256998,281.50300842000473
377,389.05152265374943,282.4674704713419
378,473.2746239425509,282.5457879197551
379,564.9087723166634,283.0453389463428
380,521.8515782984887,283.09831536513263
381,361.26984157110564,284.78632471049326
382,417.3692516116773,285.35997759132766
383,100.55441513394959,286.5300034131494
384,183.67074925473327,286.51817344972187
385,312.18195276240846,286.64332926407315
386,570.1729536525153,286.8416260982541
387,790.7086025861784,286.8187078224943
388,165.54432759297129,287.4152612527239
389,201.03517327687598,287.1431974746426
390,463.6218981508254,287.1385302424312
391,523.4921556131962,288.57030186669385
392,74.22512174234078,289.90997758035326
393,215.4509417637167,289.1520710285808
394,670.6978427689294,290.5618255810547
395,716.8455376876647,290.21643525676126
396,140.6289634617296,291.5006287657917
397,273.78749660788617,292.84842271448053
398,297.15698072073957,292.36915235245283
399,330.6950995707047,292.85084474073375
400,442.7095514073764,292.9565254665124
401,473.9557322561543,292.9933434939984
402,163.90461482827288,294.65936735980404
403,384.6671609864923,298.45253519445777
404,507.43873435738817,295.54977458416363
405,605.3543405631226,295.4976574888002
406,754.9113946939235,295.26171324032236
407,69.16060992603761,296.1832788066299
408,232.53655295826968,296.48570868050535
409,327.4110753007583,298.0038232785982
410,694.7391112747986,297.14929978209165
411,587.8566270691172,298.2786730791625
412,135.89530229513628,299.40706414072747
413,674.6902744319176,301.5077355079559
414,779.1580160372696,301.98138724124584
415,239.37466120907638,302.30196444075654
416,508.94375975565094,302.70280419434687
417,523.2675169412037,302.5463087734007
418,667.8188401792477,302.6214899839355
419,115.10701120911651,303.1663609729408
420,296.46827325000913,303.23071592761175
421,650.5481276640417,303.25100099118106
422,660.5181494441982,303.82854303320806
423,463.4748583437929,304.94285842487943
424,547.1717872826147,304.340965257123
425,529.6932273565578,307.0719924570546
426,400.77877973206705,307.4905954639167
427,483.6038734101959,307.6621301710843
428,216.2720337644031,309.9221402795162
429,663.7246305681881,309.67059007615615
430,701.3570528816119,309.1393017995952
431,422.34373429702566,311.201887317853
432,543.1339788355147,311.33052339358204
433,574.5996773024481,311.2121655327037
434,790.3283765168128,311.53499053683663
435,317.9103402793469,312.50662265428303
436,530.1615302872823,312.20517325790877
437,775.0420092433453,312.4962545481054
438,152.69796475158498,313.2828766115297
439,239.85661212030007,313.29850239933603
440,290.3470599408033,313.6141128554251
441,415.3378713200307,313.7086613609707
442,84.26000925235488,314.8435929486441
443,548.9693131724289,317.2177914352693
444,280.5810220935632,315.87758847618426
445,672.08202678593,315.58416684668714
446,448.98803580018995,317.2733238029454
447,577.3545372605131,317.9655405060277
448,716.8309166972963,317.75196388547886
449,230.59016222319394,318.7364638834123
450,495.19243062167254,318.53894965488735
451,789.6294490093927,320.0038470085342
452,279.6831014917686,320.8080167518332
453,366.9238564228562,320.7785027317947
454,524.5254847660732,320.2472774527079
455,376.46866019099485,322.83846200434266
456,71.68515425682324,323.4067177677624
457,557.3323321817077,323.1079624532215
458,768.8966613804521,323.7911372601794
459,561.5177490609915,325.5004541529441
460,688.8253350839155,325.533064938699
461,426.0002925581293,326.4633548481771
462,488.44364773656355,326.0777773945736
463,721.5238057557624,326.4181853737151
464,237.65218043450594,328.044012151768
465,646.906318296011,327.8796813562175
466,705.7110483298316,327.57686488050786
467,87.50593803172579,328.84910204168875
468,247.69322305428972,328.3613013698206
469,668.4363031304737,328.3204971177812
470,190.5421089968879,329.8779439372064
471,321.25817850420765,329.45984607214444
472,446.7327454483081,329.34375428731676
473,541.4752878859217,329.49759533164735
474,174.88843622884542,331.38175826524184
475,313.5711148896454,331.53448639226053
476,733.418101017654,332.36188108217436
477,162.81989549510809,334.03268121489066
478,350.3025522876638,333.23578994044436
479,690.6706774540096,333.1979581702993
480,114.99283793301608,334.71841420916195
481,179.68819032185453,334.1209226541861
482,706.4114952672926,334.3902258367933
483,721.7931855672335,335.07457358325894
484,767.1738158463179,334.31183754585936
485,295.39276553640445,335.7831541329805
486,496.2585394241733,335.8893417981401
487,272.61739771884567,340.7320060835689
488,301.36460742782833,337.5384118200204
489,736.1268656883786,340.035079334186
490,256.90287780664704,338.3340779407913
491,266.5254778552133,338.63915375372056
492,408.5602063562393,339.9304733519531
493,716.39778394954,339.72929816416297
494,246.48570709767387,340.6529652707234
495,290.6032476300548,340.8751996042156
496,441.4660857604823,340.35493850496675
497,591.768301146592,341.16093528333727
498,177.5287509769953,342.78070762189157
499,241.7655918619866,343.06480646459784
500,299.1658388889539,342.59617851884366
501,351.78147289394803,342.4199110025693
502,416.32584151449487,342.2741753629625
503,532.2235987236977,343.5513540046953
504,603.5419793803735,342.727628010725
505,478.61391206799397,343.2892505963094
506,301.2804038033256,344.25598573419416
507,572.5573282242268,344.4422671757594
508,129.349527817803,347.46115952804826
509,200.38735922675312,347.237365237287
510,431.6473251080064,347.4589857399223
511,590.5093413793913,347.708928622184
512,694.1637190108536,351.3747359860926
513,788.8489682722659,347.16007350473603
514,376.1237515057744,348.14981184433486
515,664.7601915392011,348.89183988656396
516,743.5307594285346,348.26325589125906
517,190.54707530240438,349.12804456116237
518,254.66166265637617,349.9546998275535
519,365.19779167883667,351.2332177842043
520,384.24020902625625,349.312640385127
521,235.19515309843655,351.326949061306
522,354.31723918071964,353.1802029244168
523,424.4043356824274,352.8233901571115
524,533.5927934679676,352.77886968062415
525,561.7470263148675,352.3905217640434
526,623.7509291406843,352.0306379613263
527,770.5328472170008,352.7379642045886
528,162.43253220265305,355.20473762384233
529,510.74681276773094,353.51042361375096
530,790.3246842752898,353.96720453095907
531,136.23917434638452,354.30245363643644
532,382.8632247469513,354.3040955342027
533,588.9398075181684,354.7095792038011
534,681.5319673637863,354.5876116559966
535,114.43187235395047,355.9557781651282
536,445.96486152468276,355.2584262661617
537,579.6595674173229,356.91321720028435
538,744.8363088556519,356.5377281641935
539,95.28405281045485,357.7104395432687
540,658.2700680900324,357.55623596947135
541,171.8800740006124,358.33226610943433
542,554.7272129255259,358.57462275755455
543,330.31776201872424,359.45826629247097
544,85.38936052285302,360.3286767124812
545,199.0883912143537,360.9250902512523
546,451.02550393455647,360.63980964064467
547,582.7862919324316,360.5957585473601
548,303.6283918285073,364.3997644280661
549,403.67220302751974,365.8176224015982
550,551.1370907223786,365.4452943613038
551,283.076772440212,366.9280756429312
552,288.39246270680576,366.38530772806337
553,567.9840635285311,366.37459198286723
554,610.0972745719034,366.6574565592922
555,125.30388987419283,367.6545113795185
556,449.67873826262115,367.07517305210337
557,561.2495951561211,367.4983903362041
558,628.3910350807889,367.08076605509046
559,660.1369295194561,367.4681780536537
560,76.62685236430296,369.4639036465959
561,381.1935861425003,369.3948010230812
562,699.1721986002847,369.6180655843229
563,178.84519504345917,370.2366012393074
564,531.8024757172166,370.5349092924183
565,91.20619551458421,371.9220111233859
566,250.27208641203356,371.17807824929713
567,414.39345191348934,371.6040072152284
568,456.7359283432068,371.566996865953
569,692.303494465775,371.12057214496565
570,368.5721030954583,372.17712218304985
571,387.75909999384623,372.5368896879304
572,404.52137336005774,372.5973367839029
573,564.287777860617,372.48235807892917
574,584.3643169970887,373.67699123649925
575,751.1739228925994,374.2431848627997
576,197.91015281360973,375.24947403724866
577,475.87208841754443,375.3463865449071
578,595.1338716727586,377.0948424509048
579,606.1880959569619,375.73302588500235
580,345.65076233582727,376.7125574191905
581,531.5550540281224,376.6928065942788
582,647.4753739316504,376.2836504840342
583,731.8618855071732,376.7153875102475
584,739.9522332225415,376.04210090658154
585,171.94930986587065,377.3804925260398
586,659.5544583336145,377.13730572127264
587,227.73309633541743,378.2966041295251
588,475.92326871698356,380.7894522344011
589,578.7421343755761,378.77478807886484
590,92.45214351577326,379.35621218729233
591,455.3936110930225,379.9967088385156
592,397.53691916721823,380.8902260127538
593,498.38824236954054,382.91374965892805
594,287.41050024250313,381.692404874378
595,585.4825747354816,381.6467804075576
596,613.2857341164977,382.8949839248727
597,769.7262006501278,383.2248137418327
598,509.1531090015653,384.6234512958707
599,643.1281608871843,384.6875849127182
600,710.2755959741506,385.41927304588614
601,633.7131818481846,385.35990049125246
602,153.5748721661621,386.6578819611474
603,239.74433240313945,387.2620912852599
604,254.92356170961506,387.9444933004333
605,289.78949843560065,387.8704712281161
606,605.5691531883135,387.4851318812972
607,101.096553728398,388.1659105651973
608,132.88416136120816,388.4372579519861
609,364.395816554265,388.48681351244903
610,329.2514601480798,389.3773275657164
611,268.7167791842603,390.7858694208143
612,374.41414093649104,390.3824408545619
613,399.4082438946442,390.49819767242093
614,184.6133787467502,391.40328004205867
615,283.34079980113506,391.41065464669634
616,52.84904480133241,393.39930046759343
617,442.6389607498837,393.7767060204245
618,531.5859425719764,393.81909890660404
619,687.9902669857694,393.5030496091446
620,128.22105840356588,394.85073172765857
621,548.5422745985638,394.796808809412
622,712.402105767445,394.46130840380874
623,498.89949762997765,395.463143779337
624,572.4598634040842,395.5342858651287
625,773.2238208970005,395.51488956806537
626,779.5777098196288,395.66441758301704
627,288.32305412226464,396.13813731068655
628,399.85115209187904,396.6726419719787
629,371.350090808562,397.18127668738805
630,434.8234872988679,399.5101671596051
631,657.8587025660574,399.10674999760175
632,722.6643020918385,399.5817256309976
633,737.3757825781665,399.81692133465845
634,239.51355794769682,400.35178815836804
635,726.9142278527297,400.5466662291751
636,747.7887803932741,402.05994763584215
637,310.77743943050723,403.42258719935353
638,532.7274538414688,403.1028611375091
639,578.9001022513023,403.4217455916028
640,640.2103805879653,403.29058208205214
641,150.37499123223284,404.65818994271285
642,211.21956148397038,404.60199382348964
643,268.9287905469157,404.59240499766634
644,599.9086313439241,404.46666703921767
645,674.6617969414785,404.6755492119256
646,129.30677635692894,405.1270389851012
647,176.7810636777912,406.7299368301541
648,227.32605366648735,407.85270958889606
649,83.04613885466217,408.9677471441079
650,442.3678818398511,409.1488818271637
651,484.3791079449246,409.91815463080246
652,665.6592124380084,409.3028237022297
653,95.11187896462559,410.7577346302885
654,188.58524081350552,410.4711762570345
655,525.2730945302112,410.05272316328546
656,752.6867895121063,410.64283838909864
657,310.79565420287025,412.74294611570133
658,512.7886540715549,413.2752887127335
659,647.9664976782768,415.4604673591748
660,296.4091809947346,415.0861865470114
661,387.4265445802393,415.2168864701647
662,479.5116206523553,416.4136608429874
663,548.092852097776,416.3924436805886
664,562.530702339752,416.48817717760875
665,758.8932801243307,416.67962512175177
666,68.77345916707844,417.7235312950984
667,339.2616353658546,417.13126701755715
668,468.4370797119378,417.3264568547943
669,329.6192900632255,418.8480090682994
670,683.0780343797496,418.263884085001
671,291.39522313272755,419.06323708696266
672,534.8587857900072,419.3594214488721
673,609.8476962895238,421.2541465638697
674,508.05148941881953,420.6047419140301
675,423.92341817700645,421.51890969719443
676,232.61306577157478,422.33692337234675
677,391.73042361923166,423.2974716324901
678,620.6081706532487,423.86859769335865
679,737.8309955632933,424.7617042650169
680,727.5635923116806,425.33640204330993
681,401.392388715352,426.82230925020673
682,698.9370558618793,427.3227240538358
683,778.2307981646602,428.0723754647173
684,310.5847562878386,429.9395484474851
685,243.9370318234536,430.468194872966
686,391.58239028103253,433.56109237733983
687,752.7492032186283,430.47197147014344
688,620.6166031906225,431.5646818965022
689,115.36060562536304,432.5720695245825
690,174.47239923791574,432.2613600886199
691,463.9487448597583,432.85809099472317
692,593.3437346681062,433.6416681321117
693,47.779998058579565,434.11168831588867
694,258.49166140971874,434.2492243426651
695,765.2051290432621,434.4475872320121
696,643.9887809675565,436.4115171319421
697,516.719767811859,437.6536175503635
698,633.3943270273418,437.60682294044443
699,205.37191185321794,438.8721725048051
700,673.6671095633106,439.5581490579396
701,776.0907732178391,440.3309864061108
702,381.1718725702174,441.238667168677
703,166.86499120607846,442.0741869568576
704,303.8388451094987,442.25621276716026
705,660.549882802878,442.5542063933656
706,751.1566416945616,442.30526356982426
707,178.7675005861188,443.23218389966513
708,211.4631565689034,443.35412132188696
709,448.7391332946131,443.95834240507764
710,680.5616906525702,444.1617235379264
711,635.9833942638456,446.7937639995277
712,207.50881586304126,447.9659438161758
713,274.23486456636954,447.4791516466506
714,299.8125892343362,447.8027452963413
715,504.9455981617725,448.71396532753886
716,627.3545932929032,447.37219832683587
717,85.68287701825818,448.4398981837586
718,467.85418453508294,448.4109979164084
719,562.3013443159056,448.50908123446186
720,418.9433677779629,449.14264929272167
721,595.7575708715804,449.28247891528474
722,149.47171994776585,450.3833434103203
723,665.1729898513925,451.7872054751199
724,197.44392029357186,451.087700407725
725,459.6174900259209,451.56448067030453
726,265.5248492905029,452.8487250682609
727,377.1590017326067,452.1867397302676
728,427.59266059483025,453.9932010088236
729,623.553002142123,454.0231186499185
730,640.4849641335354,454.3651600960921
731,496.66276171865877,455.87412759450683
732,546.7055633908751,455.31065206506435
733,555.4016490603098,455.6943599595962
734,689.4622107465914,456.246074735267
735,531.4275018732844,457.49125127588366
736,275.2549974273512,458.50088979363863
737,417.7952297676023,458.35197713734976
738,605.063751362873,458.5146727841535
739,722.6981548019477,458.9301367290103
740,683.561782153605,462.99810053088265
741,354.2256108144868,459.94258729942965
742,438.4988139782852,460.3520124353319
743,97.69802447030885,462.26730062035773
744,688.4420169613131,462.0266693074298
745,169.6309521462552,464.10997867027675
746,355.1389309175697,464.8507507590102
747,406.27695133657676,465.8966910179114
748,485.14301774694263,465.50278738704867
749,467.2316521950412,465.9954587840115
750,624.3711092836209,466.3181056837732
751,275.6447765355467,467.43308214100045
752,576.1610236453243,467.2070890615396
753,712.985618343688,468.4977596068127
754,719.0710622049115,468.7971775033635
755,746.0041853849134,467.9717059957293
756,207.26730775359232,469.41360834035413
757,328.21509166127225,469.76629271462485
758,762.5124502159808,469.4148988670429
759,282.55522498939354,470.6546962034024
760,368.9909630632154,470.8322628669657
761,390.886528644813,470.8652077484894
762,605.9546753989355,470.8317897650996
763,339.67826720866856,471.71257381556495
764,437.8926344984409,471.2098833308653
765,672.9637993746409,471.4865605451432
766,723.2353508137431,472.4656628057271
767,530.889712120571,473.7742748879031
768,540.955777223704,473.1241414954962
769,551.4161968105388,475.6630534657777
770,692.6698442378265,473.2935392270746
771,483.4582041272613,475.0023494091335
772,651.2496220597931,474.89524185419316
773,330.16276524374643,475.85868533474377
774,471.7653627438524,475.73804660995586
775,339.90785956936736,476.5573033306137
776,498.8181013403736,476.7603332826276
777,509.3749927041303,476.8633447049839
778,665.6971876393304,476.37657723934694
779,143.16082057377793,477.2998547879646
780,391.7523359665472,477.44976283220365
